,Title,Content
3040," I will keep it short and sweet
", The acting was great. The movie is long and drown out boring. The first hour and a half of the movie could have been told in 20 minutes. Very disappointed. 
3041," TOTAL WASTE OF TIME
"," ""If everyone in a room is thinking all the same, someone is not thinking."" George S.Patton. Last night I watched dear Heath run his dance as Joker and wonderment of it all - how damn good he was. So tonight I walked into a brick wall. EVERYONE says magnificent. Better than CITIZEN KANE and such tripe. Me? Bored, after 20 min of just bleak - nothing positive. I am moving right now and that is enough stress so I wanted entertainment - and WHOA was this one off base. Walked out after 20 min and I don't care a damn what happened to Joker. Penguin would be more interesting by a yard mile. I am sorry folks - disagree with all of you. Piece of junk. "
3042," Why so serious? Razzie award material, overacted trash
", I want my two hours back. Went with friends and we were all disappointed. It will get awards like Chicago and Moonlight -- also trash. Joaquim laughs and cries for two hours. Just no. 
3043," this movie is masterpiece
"," Good and great reality movie in 2019, only children dint like this kind of movie. "
3044," So boring!!!
", Okay jaquin Phoenix did a really good job acting and the movie is really artsy but the worst version of Joker I've ever seen even worse than Jared Leto. very limp wristed and sorry excuse for a joker I felt like I was watching the origin story for Buffalo Bill from Silence of the Lambs 
3045," Terrible, terrible, terrible
"," Boring movie, was hoping it would end sooner than it did.<br/><br/>The movie is purely about Joaquin Phoenix. "
3046," Well it looked good nothing else much too it.
", I give Joker the same score as the amount of times I fell asleep during it. 
3047," Overrated, sorry
", Overly hyped. Good but not great. Expected a lot after the word of mouth from people and tv 
3048," Boom
", 👌👌👌 Origin of joker was clearly explained in an new story line 
3049," Depressing movie
"," This is a movie that I want to forget.
The most disgusting and psychopathic movie I have ever watched.... :[ "
3050," not an action eoic
"," I found this movie as slow drama, the funny parts are: the dwarf cant reach the lock on the door to leave, and the ending, where he is interviewed by Maury. Other than that, this isn't a real edge of your seat action film. The movie is mostly a prologue to joker before batman. It would be interesting to see a better film come out of this, with LOTS of action with joker being Diabolical! "
3051," Shallow imitation of Taxi Driver / King of Comedy
"," This movie is a note for note rip off of Taxi Dirver and King of Comedy, only it is utterly lacking in substance. "
3052," Wonderful performance by Phoenix, dark/gritty sets and cinematography, but...
"," For me, movies ultimately rise or fall based on the strength of the story, plot and dialogue. I'll also say that (again, for me) the Joker as a character - be it onscreen or in comic books/graphic novels - tends to work best when the character is used sparingly, along with the motivations leaning toward psychotic yet focused disruption and the origins being unexplained.
Well, 2019's JOKER lays everything bare in this Joker-centric (centric to the point where it is all Phoenix/Joker to the virtual exclusion of anything else) flick, although Phoenix doesn't complete the transformation into what we traditionally recognize as the Joker until very late into the 2 hour film. Which makes sense, because ultimately this is an origin film, yet by taking such a lengthy look at what made the Joker the way he is all the mystery is removed.
What JOKER boils down to is a long, grimy look at a middle-aged man suffering from mental illness who can't hold a job, has aspirations of fame yet possesses no discernable talents to achieve the popularity he craves, has a friendless/sexless existence, lives with his mother, is mistreated by society, goes off his meds and eventually explodes murderous rages. The awe one may have held previous Joker incarnations such as 2008's The Dark Knight - where the Joker's actions have degrees of malevolent brilliance - is totally absent here. There's certainly nothing in JOKER to ""root"" for, unless one holds ""I've been wronged by society and life has screwed me over"" spree killers in high esteem, so the climatic scenes come off as pathetically repellent. JOKER here is a sad-sack loser to be, at best, pitied. There's no wit or intelligence behind his malevolence here.
3 stars, and solely for Joaquin Phoenix, who certainly throws himself completely into the role and amply demonstrates his superior acting ability. Unfortunately, the ability he brings and the effort he expends is in service of a rather pointless undertaking. I'm a big fan of the Joker as a character, but not the way he was written here. I'm also a big fan of Phoenix, and while he does have the ability to elevate material that isn't up to his talents even an actor of his caliber can only elevate a poorly constructed plot so high. "
3053," dud
"," First this movie was not true to the comics which if it were written that way the storyline would have been more interesting to watch. Next, Joaquin had very big shoes to fill, I applaud him for his attempt at the Joker but his performance fell short. The movie is hard to watch if you are expecting any resemblance of the Dark Knight trilogy. This movie is more a real gritty look at a man struggling with mental illeness with no charm of any of the past Jokers. "
3054," Overrated
", Why so many 10 star reviews?! I feel like it's the same person giving 10 star reviews over &amp; over. No way there are this many idiots out there. I almost feel asleep several times. This movie was awful. Not even worth a dvd rental in my opinion. Maybe you have to have a mental illness to understand this movie. I don't get it. The whole movie was garbage from beginning to end. 
3055," Very slow, boring and depressing movie
"," I had high expectations from this movie considering the past history of Joker's character, however this turned out to be waste of my time and money. "
3056," Trash...
"," Heath Ledger or Joaquin Phoenix? Here is the question. Except that in my mind there is no question. 100% Heath Ledger. And here is the reason why: while Ledger was perfect comic book character, Phoenix' character is more disturbing version of Joker. He is mentally ill and seriously needs help. I don't say that Ledger's joker wasn't crazy, He was somewhat crazy but in that movie everything is done in a way that we know it's comic book movie, good versus bad and that's it. 2019 Joker is more disturbing. There is a lot of emotion put in this movie which one would say is good thing but it's done in such manner that somehow we feel sorry for character and somehow even justify his actions. Violence is never the answer. No matter how bad your life is or how many people have hurt you, it is never an option. However, the creators of this movie seem to think differently. There you can hear triumphant music playing when Joker killed all those people. Also, movie is a shock value, unoriginal and uninspiring. The Dark Knight was really interesting movie to watch, everything was somewhat coherent in there. In Joker we have a lot of dancing, laughing, killing and mental breakdowns. To sum up - it's trash. "
3057," Boring and simple and predictable...
"," Far away from The Dark Knight, in a bad way. JP acting is ok, nothing amazing, too mechanic. Honestly, he didn't have much of a script to play with. Heath Ledger acting/script/philosophy is a masterpiece by comparison. The violence is meh, not that it was required but I was told that it was at least gory. If this had gore in it then Watchmen was the most violent movie ever. Shame... 3/10 and those 3 point are for JP performance. "
3058," Not worth the hype ..
"," Leading up to the films release it had high expectations and if im honest i was quite disappointed with the film, i felt like the storyline was pretty good and the acting although the long and boring execution of it is what killed it for me "
3059," Oh no......
"," I was thrilled that we are finally getting a dark and gritty dc story,i am a big fan of Nolan's Batman, but this movie is the most boring and pretencious piece of trash i have seen in years. Acting was good, so what? I've seen million of films with good actors,that doesn't mean the movie is good. You literally have 3 scenes (each 3 minutes long) that are kinda cool but they are quickly lost in a two hours long hipster trash of a movie. Don't pay for it, wait for the ""bluray"" (yeah, nobody's gonna buy this film because it has no replay value ). People calling this a masterpiece are obviously paid commenters, or just dumb people . "
3060," Bad story line Joaquin Phoenix's Star OUTSHINES ALL
"," Joaquin Phoenix performance was beyond GREAT! He alone should get an Oscar nod for his portrayal of a psychotic young man on the brink of destruction and his fall into madness.<br/><br/>Problem in my view that I had was that after all the character development there was no real catalyst that had him pull in the strings that made Society go mad. If confronting Thomas Wayne was the defining moment who/what was the tie-in to the individual killing the Waynes as they left the proverbial theater? Shouldn't there have been more hooks with his Underworld networking? Shouldn't there have been more flashbacks relating to his abuses and/or his Mother's relationship? What happened to the tragedy of his 'Permanent Smile'? Where are there any threads for 'Pennyworth'?<br/><br/>Idk, the Acting was BRILLIANT, INSPIRED but I believe the story line fell short of being INTRIGUING or even ENTICING causing me to want for more. ....<br/><br/>Movies like the 'Bat' series are now taking on a Genre distinctively all their own, but the 'Origins' need MORE ""Tie-ins' or better 'Hooks"" to make us leave the theatre 'WANTING"" for the next before wondering where are you going with this story. "
3061," No words to explain..Go and watch.Movie of the century.
"," I am thankful to god that this movie got released in my lifespan..
Thank u so much God. "
3062," Masterpiece
", No words to describe it.Ledger will be proud.Depicted the full potential of joker character. 
3063," Actually a movie for humanity as well
", It was phenomenal... very dark and thought provoking movie loved the acting👌👌👌 
3064," An Oscar worthy performance
", A film that makes you feel of every emotion in you. 
3065," An acting masterclass by Joaquin Phoenix
"," The entire auditorium stood up and clapped when the movie ended.
It's quite easily one of the best on-screen performances I've ever seen
Joaquin Phoenix has made history and it will be talked about for many years
Heath Ledger must be really proud "
3066," MindBlowing!!Boom🎭🔫
"," I thought there will never be a better Joker than Late Heath Ledger and i have never been proven more wrong. Pheonix does what i feel is unthinkable and a performance that deserves an Oscar and Lifetime Award for portraying the best acting in the history of Hollywood.
It is a must watch as the movie deserves a 10/10 for every department. "
3067," More than a Masterpiece
"," It is amazing to watch him (joker) again.
This is a deep tribute to Heath Ledger.
Now Joaquin Phoenix did it same, Wonderful. "
3068," Masterpiece
", Movie is more than what I expected. Definitely masterpiece that deserve more than Filmfare or Oscar. 
3069," Bleak & depressing
"," We all know that Joaquin Phoenix plays sicko characters like Commodus and others very well. So there were no surprising revelations of his talent in Joker - more like: 'here we go again!' His Ma played by Frances Conroy looked old enough to be his sister so that part was a bit implausible. I found the lack of action/excitement so tedious I walked out just as the height-challenged character was struggling to get out of Arthur's slaughterhouse. The rave reviews and high IMDb rating convinced me this would be a great, entertaining movie. It was so NOT "
3070," Todds interpretation of the Joker is the dumbest thing you'll ever see
",
3071," A Dark View of Mental Health Care
",
3072," I just didn't feel it quite
"," I expcted to be taken on the emotional and psychological rollercoaster the Joker has been through, but the scenes just didn't hit the nerves as I hoped for. It was simply too shallow and probably to be easier to comprehend to a larger public. "
3073," Disturbing
", Don't let your kids watch this movie! Violent but also boring. Glamorises disturbed killing. 
3074," Oscar-Worthy performance by Phoenix
", Joaquin portrays the clown prince of clown masterfully in this amazing movie. A modern masterpiece. 
3075," Too long and not a super vilan movie
"," The acting was great but Oscar movies are a mess. They drag you only for the acting. And talking. And crying. I was expecting more of a vilan than 12 monkey kind of a movie. I almost felt asleep 3 times. Not worth my money at the theater. Like I said, acting is good but the movie drags itself and storyline was not brought well. My first review but I am a movieholic so this is not the first movie I watched "
3076," So boring it's not funny!
", There are about 20 minutes of this film that could be salvaged. Otherwise it is endless drawn out scenes of atmospheric monotony. Would have been a great sleep aid if the score wasn't so great. 
3077," Poorly done
"," This movie was drug out way beyond the amount of time it should have taken. The story line is good, but there are alot of scenes that just seem to drag out for way longer than they need to. Im not really a huge fan of Pheonix, but gave the movie a fair chance still. Plot was decent. Performance was sub par at best. I would not recommend this movie to anyone unless they are just wanting to waste time. "
3078," MASTERPIECE
"," Greatest movie this century, Joaquin deserves oscar for sure! "
3079," Not a Comic Book Movie!
", This film was not entertaining. It contained little to no resemblance to who or what the Joker is supposed to be. It's a failure and should not have been made. 
3080," Is this joker???
"," No.. no its not a joker, joker is not a phycho serial killer, jokers actions are not impulsive. He's not a revenge person. This joker only deserve therapy, not batman. This 5 stars only for lead actor's great performance.
Do i really look like a guy with a plan? I think this movie writer take this words seriously,, u can't take joker's words seriously. His words based on situation, not based on emotions, n impulsions.,, situation change words change..he is master game planner, he makes plan nd also said i don't have a plan,, his actions speaks more than his words.... "
3081," I wish I hadn't bothered watching it what a waste of time pure hype
", What a waste of time the only real Joker was Heath Ledger this clown and I do mean clown doesn't even come close the movie itself is just macabre 
3082," Did you really watch it?
"," I am seriously curious, do all ppl who are rating him so good watch it? Did we watch that same crap! You are totally overtaken by the hype. No good direction, soundtracks, cinematography, decoration, costumes, plot, everything is Just out of context, all the sequences are irrational and not linked to each other.. I am totally disappointed. I waited long time and hoped alot from this movie! Total crap! "
3083," Is this a joke?!
", I just watched the movie and I literally choked of how bored I was jesus good performance by Joaquin for the rest it's not but trash tragic story about a tragic clown I would rather watch Suicide Squad then this 
3084," Pretty good movie
", There is just too much character development and not enough plot. Great acting and story but just not a very exciting watch. 
3085," Best dc movie yet!
", Makes more sense and is very dark but it goes good and gives a great backstory. Awesome movie and very well acted. I've seen it twice already 
3086," Not Bad
"," Honestly it doesn't worth such attention and exaggeration in ratings, its just a cheap budget movie gained the attraction from its name only and the legacy of the real joker in Dark night Movies. "
3087," Masterpiece
"," It's been a long time since I had watched a decent movie like this one, I am literally speechless, no words to say, after the movie had ended I found myself standing, raising my hands and clapping for Joaqin Phoenix.
Everything was complete, the direction, the scenario, the acting, the dressing and the make up even the dark ambience of Gotham city was so great.
Marvelous work and in my opinion it deserves 9 stars. "
3088," Masterpiece! Exceptional!!!
"," A movie such as this can happen when a brilliant director, a brilliant actor and a brilliant story are put together. Unbelievable acting. A must see, must go. "
3089," 10/10 masterpiece. Best cinematic portrayal of the joker since Heath Ledger (not hard :/), he would be proud of Phoenix' performance
"," I really enjoyed this film, the cinematography, score, acting, everything was very very good. Joaquin Phoenix' performance is certainly Oscar worthy, the casting for this movie was almost perfect.
The cinematography was extremely satisfying as we focus on the development of one character. the Joker, each and every shot was executed incredibly well. Wow. The score was impeccable, each and every scene had fantastic sound which made it really enjoyable to watch.
From start to finish there was not one dull moment throughout the entire film, Todd Phillips has created a masterpiece, I highly recommend seeing this film NOW. Otherwise you're missing out. "
3090," The best movie for a decade
"," In a time when popcorn movies rule (and make no mistake, I enjoy those too) this is the exception. Every single aspect of this movie is astounding - acting (especially the acting - all hail Joaquin Phoenix), the music (I'm listening to it now - something I rarely do for movie soundtracks), the lighting, the sets - everything.<br/><br/>Watch it. Then watch it again. In the cinema both times.<br/><br/>But a gentle warning - it's not a superhero movie, it's not light, it's not especially fun (although there are some amusing moments), and it requires some concentration, but you will be captivated. "
3091," Send In The Clowns!!
", Oscar worthy performance by Phoenix!! Best movie of 2019!! Great directing by Todd Phillips!! Definitely recommend it!! 👍🏼🤡<br/><br/>10/10! 
3092," Flawless
", Outstanding acting by Phoenix. Leftists and the liberal media hated this movie and that's why it only got a 68% on rotten tomatoes. Listen to the people and go see it yourself. If Phoenix doesn't win an Oscar for his performance it'll be because of the the intolerant left. They desperately wanted this movie to tank and it didn't go their way. 
3093," Good Acting but the story misses the mark.
", The lead actor does wonderful job but the script is drawn out and padded in the first half. It... drags... and only gets to a realistic pace in the last 30 minutes. Plus it messes badly (and unrealistically) with the reboot of the origin story. It's almost as if they're trying to spin Joker as an anti hero like Punisher at times and that's just not canon. 
3094," Joaquin kills it!
"," From a DC point of view it is not a well conceived movie, but as psychological drama it really is absorbing up untill the end. The ending messes the story up. The slooow build up to becoming Joker is spoiled by the last scene of the movie, where it feels like Todd Philips had a change of heart. Too bad really "
3095," A drag of a movie!
"," Movie was really a drag! What should've been a 10-15mins scene within a main film(Batman), was made up into a 2hrs movie😕
Joaquin Phoenix's acting was undoubtedly a superb 10/10, but a full movie on it wasn't needed at all! "
3096," Masterpiece
"," This movie is a masterpiece. In a time where all people want is action and chi fight scenes, this movie is a breath of fresh air. It's been a long time since a film has had me feeling this way in years. "
3097," My First Movie With The Wife
",
3098," Hear me out...!
"," The Joker, for many people might be a movie with no plot or snippets of Martin Scorecese's Taxi Driver, The King of Comedy etc.<br/><br/>But this movie was always about the character study of Joker.
what if you gave Joker a blank Canvas what would he draw?<br/><br/>This movie is the answer. Todd Phillips Picked up a camera and put Joaquin Phoenix in-front and let him do what he does Best! now Thats Acting...! Oscar Worthy Performance.<br/><br/>8/10 for the movie but 10/10 for the performance. So 10/10 my final score. "
3099," Great performance by Joaquin Phoenix!
"," The movie was phenomenal. Joaquin Phoenix did a great job in showing an array of emotions. The movie keeps you interested all the way through and has a good ending. Not one of those movies where you walk out of the theater and think ""uhh that ending was stupid"". Would definitely recommend! "
3100," Mixed Feelings
"," Was waiting a year and a half for this movie. First off, great acting, visuals, and cinematography I liked seeing how the joker transformed into being the joker. My only problem is we didn't get to see the joker until the very end of the movie. I wanted to see the joker in action. They should have added another hour to the movie to show what kind of style of joker, Arthur was going to be, and then ended it the same way they did. "
3101," A bit unrealistic but Joaqin was marvelous
"," First of all, Joaquin Phoenix acting was on top lever throughout the movie. The thing that was unsatisfactory were some holes i couldn't withstand. Those were the little things that made my experience worse and made me think a lot of the things that happened in the movie were unrealistic in a way. I know its cinema its very hard to make movie to everyone's liking, but i would like to mention what should have been done better:
1. Hes going crazy and has many issues cause of all the life hardships hes been trough but there is on signs of hes villainy intelligence hes famous for. There is no signs of obsessive-compulsive disorder (OCD) or any brilliance whatsoever, hes a bit slow, kind of stupid at the moments, and you cant imagine him leading and manipulating like Joker should. There is just no signs that he can develop towards that character.
2. The scene in gunfight, there is no shot of him reloading, or doing that in a sort of panic, and he just shot to many shots.
3. I don't mind Wayne being portrayed as classical politician and man of power that kind of lost sense, but the way he died is just plain stupid, i mean such a wealthy family has no bodyguards or security, it just ain't right.
3.The same unrealistic thing is he managing to get gun to studio, or how, after he killed the most famous tv face, he was arrested by just 2 policemen and put in police car with litteraly no escort ? And how he managed to get so many people to lead him just after he sad like few words and went mental on De Niro, i mean.. come on.
4. After all that at the end they let him(as known madman) kill another woman in secured mental facility just for some sort of crazy admiration towards the character at the end.
5. This movie would be rated much, much worse if there were no Phoneix in it, and there is no words to describe how good he was, he literally dominated the character hes been given. But that character could never become a real Joker or at least no matter how hard they tried they simply haven't assured me to think that he could really become one... "
3102," When DC finally makes drama..
"," I was never a DC or superheroes fan, but this one is epic by all means! Best actor Oscar will definitely go to Phoenix "
3103," A masterpiece
"," One of the best films I've seen in a while. All of the accolades are deserved.
What Todd and Joaquin did is really mind blowing and the ending? WOW! "
3104," Masterpeice of madness
"," Classy touch of film making
Phoenix acted as best joker i have ever seen as a DC fan❤ "
3105," Blow my mind
"," The actor, the setting, the storyline, the music everything is perfect. "
3106," Mental illness
"," The reviews are so true, youre gonna either love this movie or hate it. I loved it! "
3107," Disturbingly good !!!
"," Best movie of the decade and the best lead role of the century! Well done Phoenix !!
A powerful message sent to all of us. The world we live in is increasingly reminiscent of Gotham. Every city has its own Joker, be kind to them! "
3108," Best movie for 2019
"," Best movie, Oscar for Joaquin Phoenix
I have enjoy every minute "
3109," One word TERRIFIC
"," It is a movie to live with, each and every thing of this movie is worth appreciable....just go and live your most thrilling 2 hours of life... "
3110," OSCAR WORTHY
", The movie is not any Marvel's fan guys cup of tea. It's a very dark tense movie and oddly satisfying with some of the best background music. 
3111," Gotham got his villan back !!!
"," Joaquin phoenix brought life back to joker the greatest villan is back .It's truly unbelievable to see the origin of joker it's disturbing ,dark ,complex and the way joaquin portrayed the character is truly amazing and stunning . "
3112," The Best dark Psychological thriller
"," How a good person turns into a badass, dark character... Watch yourself! The masterpiece of cinema and acting will be remembered for decades. "
3113," One of it's kind
"," A really dark and disturbing movie . This isn't your typical comic book movie . It is a character study of an outcast , Arthur Fleck , a failed stand up comedian who slowly descends into madness . The movie borrows from Martin Scorcese's Taxi Diver and King of Comedy . Joaquin Phoenix has totally delivered an oscar worthy performance as Joker . "
3114," Stunning
"," Even Oscar's too small for Joaquin phoenix it seems.
If you're fan of DC then
#Joker A must watch movie to see Gotham from the eyes of Joker. "
3115," Best origin story ever told.
"," The first and the most important thing is that jokers can't be compared. Ledger's joker is a legend, but Phoenix's is no less. And this is not your average comic book movie for a 10 year old. Let's get that clear.
Now, let's talk about the movie.
Mind blowing. That's what I'll describe it as. The movie carefully pieces together a great, dark, mad world for the Joker. All of it feels so real, it's almost frightening. The script even goes out of the way to highlight the complete cycle of crime in Gotham, which is truly remarkable. And the acting. Where do I start. Be the judge yourself l, better yet. Also, Robert De Niro is a sight to behold in his role as a talk show host. The final act is complete mayhem and a fitting crescendo to the orchestra that is the Joker. DC fans won't be disappointed. "
3116," Great acting 🔥
"," First 1hr is little slow with it's story telling, but remaining film is awesome especially the last half an hour "
3117," Sure shot Oscar Winner❤
", Literally the best Villian movie ever made in the world. 
3118," A perfect prequel.!
"," I always wonder when i watch a superhero movie, what might have caused the guy to become a villain. This movie is the perfect answer to the question why joker was the joker you saw on the dark Knight saga. I never another director could pull it off but they did.
In the beginning you get a feeling that the directors relies heavily on the actors ability to act, but as the movie progresses you find that the direction actually complements the acting skills. The subtle detailing in almost all the scenes is yet another positive of the movie. The first few minutes of the movie tries hard to get your attention, but when it succeeds to grab your attention you will be on the edge of your seat. Its definitely a masterpiece.
The direction and screenplay competes with one another. Both exceeds your expectations.
The cast is another plus. Actor has done wonders.
The story perfectly connects the dark Knight saga. It even makes you want to see the dark Knight again. A special psychological drama that gives you almost everything that you expect from it.
Overall its a masterpiece "
3119," A masterpiece
"," Watched first show in chennai today.
Man !! What a movie !
An outstanding performance by joaquin phoenix he really deserves oscar. His laugh and cry has made me heart broken.Screenplay and cinematography is amazing though this movie not having any link to DC storyline it has a main twist.
Overall after a long time I saw some raw acting. "
3120," Magnificent!
"," As expected, Phoenix can 'live' the name of Joker. The 'Mad Laugh' really get the feeling of Joker itself. Really worth to watch "
3121," THE AMAZING JOKER
", Just came out of the theater and what a brilliant masterpiece it is! All the things that you have heard of standing ovation and Oscar worthy performance is all true! 
3122," Let's put a smile on that face 🙂
",
3123," No ""masterpiece"" here.
"," I don't know why this movie is called Joker, it isn't really about the Joker. It is a movie about a man named Arthur who has mental issues and is constantly being s*** on by society. He has a job as a clown and loses that due to a jerk co worker and after that life just continues to go to hell for Arthur. Around about the last 15 mins of the movie, Arthur paints his face, dyes his hair green and I guess this is when he is supposedly the Joker now but all I was seeing was Arthur in face paint fully having lost his mind now.<br/><br/>This movie was not needed, I went in with low expectations because I felt, much like Venom last year, this film wasn't really needed and it didn't tell an interesting enough story about the Joker. It's really just about an anorexic guy with mental problems who likes to parade around his apartment in nothing but his underwear and break out into a dance routine every five minutes. Then he becomes a lukewarm Joker in the last 15 mins. of the movie. So if that sounds interesting, then you will love this ""masterpiece"". "
3124," Dysfunctional
"," Aside from Joaquin Phoenix's performance being brilliant, I didn't enjoy the movie at all. The movie was slow &amp; stayed on the same platitude. "
3125," 6/10 decent story
"," The film had it moments, Phoenix did a good job and I noticed few homages to Heath ledger. It isn't a spectacular movie but it isn't forgettable either. It will linger in your mind for the rest of the day. People should be kind to each other. "
3126," The best comic book movie ever made.
", Joaquin should win the best awards and todd Phillips to. Bravo. Seeing this at least 8 times. 
3127," A poor man's Taxi Driver
"," Whatever story or message this tries to tell, it largely fails at. Make no mistake about it, this is NOT a Joker movie. This is a movie that is 2 hours long, feels like 4, has Joaquin Phoenix laughing awkwardly throughout all of it, and the title character only shows up in the last 20 minutes of the movie. Not only that, but Christ is it repetitive. We get it, it sucks to be Arthur Fleck, he's clearly not mentally sound, and it seems like the world is out to get him. The problem, is that the movie focuses on this for way too long. To the point of lunacy. It's because of this, that whatever message it tries to tell, is undone by repetition, awkward laughter, awkward dance sequences, and a story that largely goes nowhere. Remember in Spider-Man 3 how Venom was only in the last 20 minutes of the movie? That is this movie.<br/><br/>And don't give me the ""This is an origin story"" excuse either. Batman Begins was an origin story, Spider-Man was an origin story, even Wonder Woman, was an origin story. You know what they all had that this movie doesn't? A plot. And it didn't take them the better part of half a century to get going. This is NOT Taxi Driver, this is NOT Fight Club, this isn't even the movie the trailer makes it out to be. This is someone getting s#!t on for 2 hours, and he happens to become a guy named Joker for 20 minutes of it. Oh, and he also shoots De Niro in the head during a ""we live in a society, bottom text"" speech that isn't nearly as impactful as it sounds, because it hasn't earned it.<br/><br/>Parts of this movie are good, funny, suspenseful, but not many. I give Phoenix some credit, he tries in this, but he can't overcome a script that holds down the true nature of the title character. This is NOT a 10/10 movie, not by a long shot. And I guarantee, that most of the ""reviews"" putting this above far better movies are either fanboys, tryhards, meme lords, or they don't know the potential of movies like this. This is a poor man's Taxi Driver, a poorer man's Fight Club, and for me, a failure.<br/><br/>Laugh at that. "
3128," The best movie I've ever watched
"," The best movie I've ever watched, joaquin phoenix is talented! "
3129," Fantastic Movie and an even better Actor
"," The Movie ""Joker"" deserves every hype around it there is. Its so chilling, so brutal and so compelling that you are just unable to take ur eyes of this movie. Joaquin Phoenix gives us imo the best acting performance the world has seen in the last ten years.., and im not even exaggerating guys! Go watch this Masterpiece of a movie. that is nothing but brilliant! "
3130," A punch to the face!
"," This is not a movie, it's an experience! Everybody should watch it for so many reasons! Watch it without political views or ideologies! Just watch it as a human being and make a deep reflection about everything you've done our cold do to another human being! This movie reflects our society at it's worse and we all feel a little ""joker"" while watching it! The soundtrack and photography are just another characters to the movie! It is a masterpiece that will be remembered for a long time! Joaquin Phoenix is just incredible! "
3131," I really masterpiece
"," It was a long time, but finally a good movie after years.
And I think is one of the most amazing movie in this year, if dc still goes in this way, it will be a very good future for the darkness comic movies "
3132," Interestingly depressing. Intereseting colors, setting... But can't say I was amazed. The story is plain and not much action.
"," Phoenix definitely does a great job portraying this joker and he is a good actor. However, the movie itself is more of a drama, not an action movie or whatever. Second part will probably be with proper action...<br/><br/>I am depressed and was hoping that I will see myself in Joker. Well, partly I did. This movie has an interesting vibe which is not in many movies. "
3133," One more that's it!
"," This movie was perfect the way it was made I was completely in the world of the joker. I hope if another is made they don't have joker fight Batman (It's been done to death) because this movie was the beginning of joker so the next needs to be the life of joker up until Batman steps in and ends the movie. Bam 2 movies and the watcher can imagine the outcome.
Also I am estatic that joker was made for adults.... finally! "
3134," It's so real it's uncomfortable but in a good way...
"," This film left me intrigued and fascinated by its sheer power and emotional tone. This is by far one of the best and darkest versions of hero movies taken to the next level. Gritty and real in a way other DCU or MCU stories have never been told or could be expected to do so. Joaquin Phoenix deserves an Oscar for this performance. without a doubt; his portrayal of the character of Arthur a mentally ill down trodden man having the worst day ever which throws him over the edge, manages to touch the soul and fears of every member of the audience who will undoubtedly leave the theatre with an uncomfortable sense of unsettledness. "
3135," Joaquin Wins
", It's been a long time since a performance like this. With all the repetitive blockbusters and unoriginal remakes it's hard to be inspired but this performance literally made the hair on my arms stand up....Once again....Bravo Joaquin....Bravo! 
3136," Phoenix rises!
",
3137," One of the best movies of all time
"," Joaquin Phoenix is phenomenal.
This movie is a masterpiece. "
3138," Good movie
"," Ne of the best movies I've ever seen.
Such a masterpiece. Joaquin Phoenix in his lifetime act. "
3139," Great Acting
", I am not sure why some people didn't like this movie and why some people objected that it promote violence. Maybe because some kids expected it to be similar to other batman movies but this movie is from grownups. It dosen't promote violence and it shows less destructions than many other Hollywood movies. It's just another Joker movie but it's also not. It shows the emotional side of the Joker. The cinetomagraphy and Joaquin acting alone is worth the money and time. 
3140," MOVIE OF THE YEAR
"," This movie is truly a masterpiece. The acting, cenimatography and story all are really very good and soundtracks are also amazing. "
3141," Not another Batman movie
"," I overheard someone saying, ""I hope this isn't another Batman movie"" when I was walking in the cinema.
It isn't. Far from it. It is an amazing portrayal of how life has failed a man, driven him down a spiralling descent into insanity, and made him what he is. We can all relate to him.
Joaquin Phoenix had a lot to live up to after Heath Ledger. But he has the the role his own, with an outstanding performance worthy of an Oscar. He is mad, he is bad, but you can't help but feel sympathy for him.
Not often I give a movie ten stars, but this is one of those occasions. Go and see it now! It's an amazing piece of cinema. "
3142," Joker is a masterpiece
"," Joker deals with the tragic reality of life, not like cgi movies like marvel. This is a movie everyone should watch. "
3143," I would give this 20 if I could
"," Sad. Poignant. Rivetting. Mesmerising. Even funny at times. And utterly, utterly terrifying. This film is a crescendo, a masterpiece of cinema. The soundtrack alone makes this Best Picture. If Joker isn't Best Picture, and Phoenix isn't Best Actor, then what little credibility The Acadamey still has will be in shreds for all the world to see.
Joker proves that some people in the industry still know how to make movies, and that some people truly understand their source material. The Joker was NEVER a joke, he was a terror. Phoenix portrays this to absolute perfection . I'll never look at HIM the same way again.
I left the cinema three hours ago and I'm still shaken.
Not for the faint of heart, and definitely not for snowflakes, but otherwise this is an absolute must see.
Bravo!! "
3144," Incredible 😍
", Joaquin Phoenix is the best joker. I highly recommend watching the movie 
3145," Masterpiece
"," This is an absolute masterclass in character acting from Joaquin Phoenix, not so much a superhero/villain story, it is more of a study of mental health issues in society today, drug addiction and the social issues facing people who society has left behind, you will struggle to find any actor who deserves the oscar this year "
3146," Best movie this year
", It was a great movie..I hope there is part 2 next year 
3147," Exceeded expectations and surprised me in the most gruesome way possible
"," I was predicting out of the blue after seeing the first look trailer that this has potential and can be one of the best movies ever made.
Well, i was not expecting to actually be right.
Visceral, symbolical, real, sometimes too real in the best way possible, and doing justice to the unbelievable and legendary villain that Joker is.
The character has had some amazing people portraying him. Another Oscar for the joker might be coming soon. "
3148," Joaquin Phoenix is badass
", Joaquin Phoenix is badass in this glorious movie. Definitely recommend you to watch Joker either in IMAX or (but this is quite rare to find) in 70mm. It is worth it. 
3149," Master piece ......!
", One of the best...... Classic.. Best in the 2019.. And all time best. MUST WIN OSCAR 
